algorithm,text_length,pattern_length,execution,matches,prep_time_ms,time_ms
Naive,10485762,2,6,2620955,0,59
Naive,10485762,2,7,2620955,0,56
Naive,10485762,2,8,2620955,0,61
Naive,10485762,2,9,2620955,0,55
KMP,10485762,2,0,2620955,0,121
KMP,10485762,2,1,2620955,0,127
KMP,10485762,2,2,2620955,0,123
KMP,10485762,2,3,2620955,0,123
KMP,10485762,2,4,2620955,0,122
KMP,10485762,2,5,2620955,0,121
KMP,10485762,2,6,2620955,0,122
KMP,10485762,2,7,2620955,0,120
KMP,10485762,2,8,2620955,0,121
KMP,10485762,2,9,2620955,0,119
Horspool,10485762,2,0,2620955,0,281
Horspool,10485762,2,1,2620955,0,277
Horspool,10485762,2,2,2620955,0,271
Horspool,10485762,2,3,2620955,0,275
Horspool,10485762,2,4,2620955,0,285
Horspool,10485762,2,5,2620955,0,280
Horspool,10485762,2,6,2620955,0,291
Horspool,10485762,2,7,2620955,0,266
Horspool,10485762,2,8,2620955,0,293
Horspool,10485762,2,9,2620955,0,369
Shift-And,10485762,2,0,2620955,0,56
Shift-And,10485762,2,1,2620955,0,55
Shift-And,10485762,2,2,2620955,0,53
Shift-And,10485762,2,3,2620955,0,53
Shift-And,10485762,2,4,2620955,0,58
Shift-And,10485762,2,5,2620955,0,53
Shift-And,10485762,2,6,2620955,0,57
Shift-And,10485762,2,7,2620955,0,52
Shift-And,10485762,2,8,2620955,0,54
Shift-And,10485762,2,9,2620955,0,52
Weak Boyer Moore,10485762,2,0,2620955,0,50
Weak Boyer Moore,10485762,2,1,2620955,0,44
Weak Boyer Moore,10485762,2,2,2620955,0,46
Weak Boyer Moore,10485762,2,3,2620955,0,47
Weak Boyer Moore,10485762,2,4,2620955,0,46
Weak Boyer Moore,10485762,2,5,2620955,0,47
Weak Boyer Moore,10485762,2,6,2620955,0,48
Weak Boyer Moore,10485762,2,7,2620955,0,48
Weak Boyer Moore,10485762,2,8,2620955,0,47
Weak Boyer Moore,10485762,2,9,2620955,0,47
Weak Memorizing Boyer Moore,10485762,2,0,2620955,0,52
Weak Memorizing Boyer Moore,10485762,2,1,2620955,0,53
Weak Memorizing Boyer Moore,10485762,2,2,2620955,0,53
Weak Memorizing Boyer Moore,10485762,2,3,2620955,0,52
Weak Memorizing Boyer Moore,10485762,2,4,2620955,0,53
Weak Memorizing Boyer Moore,10485762,2,5,2620955,0,52
Weak Memorizing Boyer Moore,10485762,2,6,2620955,0,49
Weak Memorizing Boyer Moore,10485762,2,7,2620955,0,49
Weak Memorizing Boyer Moore,10485762,2,8,2620955,0,50
Weak Memorizing Boyer Moore,10485762,2,9,2620955,0,50
Weak Turbo Boyer Moore,10485762,2,0,2620955,0,53
Weak Turbo Boyer Moore,10485762,2,1,2620955,0,57
Weak Turbo Boyer Moore,10485762,2,2,2620955,0,55
Weak Turbo Boyer Moore,10485762,2,3,2620955,0,52
Weak Turbo Boyer Moore,10485762,2,4,2620955,0,52
Weak Turbo Boyer Moore,10485762,2,5,2620955,0,52
Weak Turbo Boyer Moore,10485762,2,6,2620955,0,54
Weak Turbo Boyer Moore,10485762,2,7,2620955,0,55
Weak Turbo Boyer Moore,10485762,2,8,2620955,0,54
Weak Turbo Boyer Moore,10485762,2,9,2620955,0,54
Naive,10485762,2,0,2620955,0,54
Naive,10485762,2,1,2620955,0,55
Naive,10485762,2,2,2620955,0,54
Naive,10485762,2,3,2620955,0,56
Naive,10485762,2,4,2620955,0,54
Naive,10485762,2,5,2620955,0,54
Naive,10485762,2,6,2620955,0,55
Naive,10485762,2,7,2620955,0,56
Naive,10485762,2,8,2620955,0,54
Naive,10485762,2,9,2620955,0,57
KMP,10485762,2,0,2620955,0,122
KMP,10485762,2,1,2620955,0,121
KMP,10485762,2,2,2620955,0,128
KMP,10485762,2,3,2620955,0,121
KMP,10485762,2,4,2620955,0,127
KMP,10485762,2,5,2620955,0,134
KMP,10485762,2,6,2620955,0,142
KMP,10485762,2,7,2620955,0,131
KMP,10485762,2,8,2620955,0,120
KMP,10485762,2,9,2620955,0,122
Horspool,10485762,2,0,2620955,0,256
Horspool,10485762,2,1,2620955,0,266
Horspool,10485762,2,2,2620955,0,260
Horspool,10485762,2,3,2620955,0,256
Horspool,10485762,2,4,2620955,0,255
Horspool,10485762,2,5,2620955,0,259
Horspool,10485762,2,6,2620955,0,254
Horspool,10485762,2,7,2620955,0,253
Horspool,10485762,2,8,2620955,0,261
Horspool,10485762,2,9,2620955,0,259
Shift-And,10485762,2,0,2620955,0,52
Shift-And,10485762,2,1,2620955,0,53
Shift-And,10485762,2,2,2620955,0,55
Shift-And,10485762,2,3,2620955,0,54
Shift-And,10485762,2,4,2620955,0,53
Shift-And,10485762,2,5,2620955,0,51
Shift-And,10485762,2,6,2620955,0,53
Shift-And,10485762,2,7,2620955,0,55
Shift-And,10485762,2,8,2620955,0,53
Shift-And,10485762,2,9,2620955,0,54
Weak Boyer Moore,10485762,2,0,2622769,0,46
Weak Boyer Moore,10485762,2,1,2622769,0,47
Weak Boyer Moore,10485762,2,2,2622769,0,47
Weak Boyer Moore,10485762,2,3,2622769,0,47
Weak Boyer Moore,10485762,2,4,2622769,0,47
Weak Boyer Moore,10485762,2,5,2622769,0,47
Weak Boyer Moore,10485762,2,6,2622769,0,47
Weak Boyer Moore,10485762,2,7,2622769,0,46
Weak Boyer Moore,10485762,2,8,2622769,0,48
Weak Boyer Moore,10485762,2,9,2622769,0,46
Weak Memorizing Boyer Moore,10485762,2,0,2622769,0,51
Weak Memorizing Boyer Moore,10485762,2,1,2622769,0,52
Weak Memorizing Boyer Moore,10485762,2,2,2622769,0,52
Weak Memorizing Boyer Moore,10485762,2,3,2622769,0,51
Weak Memorizing Boyer Moore,10485762,2,4,2622769,0,53
Weak Memorizing Boyer Moore,10485762,2,5,2622769,0,51
Weak Memorizing Boyer Moore,10485762,2,6,2622769,0,54
Weak Memorizing Boyer Moore,10485762,2,7,2622769,0,52
Weak Memorizing Boyer Moore,10485762,2,8,2622769,0,52
Weak Memorizing Boyer Moore,10485762,2,9,2622769,0,52
Weak Turbo Boyer Moore,10485762,2,0,2622769,0,53
Weak Turbo Boyer Moore,10485762,2,1,2622769,0,54
Weak Turbo Boyer Moore,10485762,2,2,2622769,0,55
Weak Turbo Boyer Moore,10485762,2,3,2622769,0,54
Weak Turbo Boyer Moore,10485762,2,4,2622769,0,55
Weak Turbo Boyer Moore,10485762,2,5,2622769,0,54
Weak Turbo Boyer Moore,10485762,2,6,2622769,0,53
Weak Turbo Boyer Moore,10485762,2,7,2622769,0,54
Weak Turbo Boyer Moore,10485762,2,8,2622769,0,53
Weak Turbo Boyer Moore,10485762,2,9,2622769,0,53
Naive,10485762,2,0,2622769,0,55
Naive,10485762,2,1,2622769,0,51
Naive,10485762,2,2,2622769,0,53
Naive,10485762,2,3,2622769,0,53
Naive,10485762,2,4,2622769,0,52
Naive,10485762,2,5,2622769,0,54
Naive,10485762,2,6,2622769,0,53
Naive,10485762,2,7,2622769,0,55
Naive,10485762,2,8,2622769,0,56
Naive,10485762,2,9,2622769,0,56
KMP,10485762,2,0,2622769,0,123
KMP,10485762,2,1,2622769,0,123
KMP,10485762,2,2,2622769,0,122
KMP,10485762,2,3,2622769,0,118
KMP,10485762,2,4,2622769,0,121
KMP,10485762,2,5,2622769,0,121
KMP,10485762,2,6,2622769,0,122
KMP,10485762,2,7,2622769,0,121
KMP,10485762,2,8,2622769,0,122
KMP,10485762,2,9,2622769,0,119
Horspool,10485762,2,0,2622769,0,245
Horspool,10485762,2,1,2622769,0,242
Horspool,10485762,2,2,2622769,0,245
Horspool,10485762,2,3,2622769,0,257
Horspool,10485762,2,4,2622769,0,256
Horspool,10485762,2,5,2622769,0,244
Horspool,10485762,2,6,2622769,0,247
Horspool,10485762,2,7,2622769,0,251
Horspool,10485762,2,8,2622769,0,247
Horspool,10485762,2,9,2622769,0,243
Shift-And,10485762,2,0,2622769,0,53
Shift-And,10485762,2,1,2622769,0,51
Shift-And,10485762,2,2,2622769,0,51
Shift-And,10485762,2,3,2622769,0,51
Shift-And,10485762,2,4,2622769,0,54
Shift-And,10485762,2,5,2622769,0,52
Shift-And,10485762,2,6,2622769,0,56
Shift-And,10485762,2,7,2622769,0,52
Shift-And,10485762,2,8,2622769,0,50
Shift-And,10485762,2,9,2622769,0,52
Weak Boyer Moore,10485762,3,0,1310445,0,40
Weak Boyer Moore,10485762,3,1,1310445,0,38
Weak Boyer Moore,10485762,3,2,1310445,0,33
Weak Boyer Moore,10485762,3,3,1310445,0,33
Weak Boyer Moore,10485762,3,4,1310445,0,35
Weak Boyer Moore,10485762,3,5,1310445,0,35
Weak Boyer Moore,10485762,3,6,1310445,0,36
Weak Boyer Moore,10485762,3,7,1310445,0,34
Weak Boyer Moore,10485762,3,8,1310445,0,34
Weak Boyer Moore,10485762,3,9,1310445,0,33
Weak Memorizing Boyer Moore,10485762,3,0,1310445,0,39
Weak Memorizing Boyer Moore,10485762,3,1,1310445,0,38
Weak Memorizing Boyer Moore,10485762,3,2,1310445,0,37
Weak Memorizing Boyer Moore,10485762,3,3,1310445,0,37
Weak Memorizing Boyer Moore,10485762,3,4,1310445,0,38
Weak Memorizing Boyer Moore,10485762,3,5,1310445,0,38
Weak Memorizing Boyer Moore,10485762,3,6,1310445,0,37
Weak Memorizing Boyer Moore,10485762,3,7,1310445,0,37
Weak Memorizing Boyer Moore,10485762,3,8,1310445,0,37
Weak Memorizing Boyer Moore,10485762,3,9,1310445,0,37
Weak Turbo Boyer Moore,10485762,3,0,1310445,0,39
Weak Turbo Boyer Moore,10485762,3,1,1310445,0,39
Weak Turbo Boyer Moore,10485762,3,2,1310445,0,39
Weak Turbo Boyer Moore,10485762,3,3,1310445,0,39
Weak Turbo Boyer Moore,10485762,3,4,1310445,0,38
Weak Turbo Boyer Moore,10485762,3,5,1310445,0,38
Weak Turbo Boyer Moore,10485762,3,6,1310445,0,39
Weak Turbo Boyer Moore,10485762,3,7,1310445,0,38
Weak Turbo Boyer Moore,10485762,3,8,1310445,0,40
Weak Turbo Boyer Moore,10485762,3,9,1310445,0,38
Naive,10485762,3,0,1310445,0,40
Naive,10485762,3,1,1310445,0,40
Naive,10485762,3,2,1310445,0,39
Naive,10485762,3,3,1310445,0,39
Naive,10485762,3,4,1310445,0,39
Naive,10485762,3,5,1310445,0,41
Naive,10485762,3,6,1310445,0,41
Naive,10485762,3,7,1310445,0,41
Naive,10485762,3,8,1310445,0,41
Naive,10485762,3,9,1310445,0,39
KMP,10485762,3,0,1310445,0,94
KMP,10485762,3,1,1310445,0,94
KMP,10485762,3,2,1310445,0,92
KMP,10485762,3,3,1310445,0,96
KMP,10485762,3,4,1310445,0,94
KMP,10485762,3,5,1310445,0,90
KMP,10485762,3,6,1310445,0,94
KMP,10485762,3,7,1310445,0,91
KMP,10485762,3,8,1310445,0,91
KMP,10485762,3,9,1310445,0,95
Horspool,10485762,3,0,1310445,0,131
Horspool,10485762,3,1,1310445,0,135
Horspool,10485762,3,2,1310445,0,138
Horspool,10485762,3,3,1310445,0,136
Horspool,10485762,3,4,1310445,0,137
Horspool,10485762,3,5,1310445,0,134
Horspool,10485762,3,6,1310445,0,137
Horspool,10485762,3,7,1310445,0,135
Horspool,10485762,3,8,1310445,0,159
Horspool,10485762,3,9,1310445,0,146
Shift-And,10485762,3,0,1310445,0,32
Shift-And,10485762,3,1,1310445,0,31
Shift-And,10485762,3,2,1310445,0,33
Shift-And,10485762,3,3,1310445,0,28
Shift-And,10485762,3,4,1310445,0,32
Shift-And,10485762,3,5,1310445,0,30
Shift-And,10485762,3,6,1310445,0,31
Shift-And,10485762,3,7,1310445,0,30
Shift-And,10485762,3,8,1310445,0,30
Shift-And,10485762,3,9,1310445,0,32
Weak Boyer Moore,10485762,3,0,1310637,0,51
Weak Boyer Moore,10485762,3,1,1310637,0,45
Weak Boyer Moore,10485762,3,2,1310637,0,45
Weak Boyer Moore,10485762,3,3,1310637,0,39
Weak Boyer Moore,10485762,3,4,1310637,0,39
Weak Boyer Moore,10485762,3,5,1310637,0,41
Weak Boyer Moore,10485762,3,6,1310637,0,37
Weak Boyer Moore,10485762,3,7,1310637,0,41
Weak Boyer Moore,10485762,3,8,1310637,0,38
Weak Boyer Moore,10485762,3,9,1310637,0,41
Weak Memorizing Boyer Moore,10485762,3,0,1310637,0,42
Weak Memorizing Boyer Moore,10485762,3,1,1310637,0,40
Weak Memorizing Boyer Moore,10485762,3,2,1310637,0,41
Weak Memorizing Boyer Moore,10485762,3,3,1310637,0,41
Weak Memorizing Boyer Moore,10485762,3,4,1310637,0,41
Weak Memorizing Boyer Moore,10485762,3,5,1310637,0,41
Weak Memorizing Boyer Moore,10485762,3,6,1310637,0,42
Weak Memorizing Boyer Moore,10485762,3,7,1310637,0,40
Weak Memorizing Boyer Moore,10485762,3,8,1310637,0,43
Weak Memorizing Boyer Moore,10485762,3,9,1310637,0,41
Weak Turbo Boyer Moore,10485762,3,0,1310637,0,42
Weak Turbo Boyer Moore,10485762,3,1,1310637,0,42
Weak Turbo Boyer Moore,10485762,3,2,1310637,0,42
Weak Turbo Boyer Moore,10485762,3,3,1310637,0,43
Weak Turbo Boyer Moore,10485762,3,4,1310637,0,42
Weak Turbo Boyer Moore,10485762,3,5,1310637,0,42
Weak Turbo Boyer Moore,10485762,3,6,1310637,0,42
Weak Turbo Boyer Moore,10485762,3,7,1310637,0,42
Weak Turbo Boyer Moore,10485762,3,8,1310637,0,42
Weak Turbo Boyer Moore,10485762,3,9,1310637,0,43
Naive,10485762,3,0,1310637,0,40
Naive,10485762,3,1,1310637,0,40
Naive,10485762,3,2,1310637,0,41
Naive,10485762,3,3,1310637,0,45
Naive,10485762,3,4,1310637,0,42
Naive,10485762,3,5,1310637,0,40
Naive,10485762,3,6,1310637,0,40
Naive,10485762,3,7,1310637,0,41
Naive,10485762,3,8,1310637,0,41
Naive,10485762,3,9,1310637,0,41
KMP,10485762,3,0,1310637,0,94
KMP,10485762,3,1,1310637,0,94
KMP,10485762,3,2,1310637,0,94
KMP,10485762,3,3,1310637,0,97
KMP,10485762,3,4,1310637,0,95
KMP,10485762,3,5,1310637,0,94
KMP,10485762,3,6,1310637,0,99
KMP,10485762,3,7,1310637,0,102
KMP,10485762,3,8,1310637,0,111
KMP,10485762,3,9,1310637,0,104
Horspool,10485762,3,0,1310637,0,154
Horspool,10485762,3,1,1310637,0,146
Horspool,10485762,3,2,1310637,0,152
Horspool,10485762,3,3,1310637,0,156
Horspool,10485762,3,4,1310637,0,150
Horspool,10485762,3,5,1310637,0,150
Horspool,10485762,3,6,1310637,0,151
Horspool,10485762,3,7,1310637,0,155
Horspool,10485762,3,8,1310637,0,148
Horspool,10485762,3,9,1310637,0,149
Shift-And,10485762,3,0,1310637,0,31
Shift-And,10485762,3,1,1310637,0,31
Shift-And,10485762,3,2,1310637,0,30
Shift-And,10485762,3,3,1310637,0,30
Shift-And,10485762,3,4,1310637,0,32
Shift-And,10485762,3,5,1310637,0,42
Shift-And,10485762,3,6,1310637,0,64
Shift-And,10485762,3,7,1310637,0,44
Shift-And,10485762,3,8,1310637,0,30
Shift-And,10485762,3,9,1310637,0,31
Weak Boyer Moore,10485762,3,0,1310536,0,71
Weak Boyer Moore,10485762,3,1,1310536,0,63
Weak Boyer Moore,10485762,3,2,1310536,0,48
Weak Boyer Moore,10485762,3,3,1310536,0,48
Weak Boyer Moore,10485762,3,4,1310536,0,48
Weak Boyer Moore,10485762,3,5,1310536,0,46
Weak Boyer Moore,10485762,3,6,1310536,0,50
Weak Boyer Moore,10485762,3,7,1310536,0,51
Weak Boyer Moore,10485762,3,8,1310536,0,57
Weak Boyer Moore,10485762,3,9,1310536,0,50
Weak Memorizing Boyer Moore,10485762,3,0,1310536,0,61
Weak Memorizing Boyer Moore,10485762,3,1,1310536,0,58
Weak Memorizing Boyer Moore,10485762,3,2,1310536,0,57
Weak Memorizing Boyer Moore,10485762,3,3,1310536,0,59
Weak Memorizing Boyer Moore,10485762,3,4,1310536,0,56
Weak Memorizing Boyer Moore,10485762,3,5,1310536,0,56
Weak Memorizing Boyer Moore,10485762,3,6,1310536,0,57
Weak Memorizing Boyer Moore,10485762,3,7,1310536,0,54
Weak Memorizing Boyer Moore,10485762,3,8,1310536,0,56
Weak Memorizing Boyer Moore,10485762,3,9,1310536,0,55
Weak Turbo Boyer Moore,10485762,3,0,1310536,0,57
Weak Turbo Boyer Moore,10485762,3,1,1310536,0,58
Weak Turbo Boyer Moore,10485762,3,2,1310536,0,56
Weak Turbo Boyer Moore,10485762,3,3,1310536,0,58
Weak Turbo Boyer Moore,10485762,3,4,1310536,0,57
Weak Turbo Boyer Moore,10485762,3,5,1310536,0,61
Weak Turbo Boyer Moore,10485762,3,6,1310536,0,59
Weak Turbo Boyer Moore,10485762,3,7,1310536,0,59
Weak Turbo Boyer Moore,10485762,3,8,1310536,0,60
Weak Turbo Boyer Moore,10485762,3,9,1310536,0,58
Naive,10485762,3,0,1310536,0,46
Naive,10485762,3,1,1310536,0,44
Naive,10485762,3,2,1310536,0,43
Naive,10485762,3,3,1310536,0,41
Naive,10485762,3,4,1310536,0,41
Naive,10485762,3,5,1310536,0,41
Naive,10485762,3,6,1310536,0,41
Naive,10485762,3,7,1310536,0,43
Naive,10485762,3,8,1310536,0,41
Naive,10485762,3,9,1310536,0,41
KMP,10485762,3,0,1310536,0,97
KMP,10485762,3,1,1310536,0,93
KMP,10485762,3,2,1310536,0,99
KMP,10485762,3,3,1310536,0,116
KMP,10485762,3,4,1310536,0,108
KMP,10485762,3,5,1310536,0,97
KMP,10485762,3,6,1310536,0,95
KMP,10485762,3,7,1310536,0,101
KMP,10485762,3,8,1310536,0,96
KMP,10485762,3,9,1310536,0,125
Horspool,10485762,3,0,1310536,0,185
Horspool,10485762,3,1,1310536,0,176
Horspool,10485762,3,2,1310536,0,161
Horspool,10485762,3,3,1310536,0,163
Horspool,10485762,3,4,1310536,0,159
Horspool,10485762,3,5,1310536,0,157
Horspool,10485762,3,6,1310536,0,150
Horspool,10485762,3,7,1310536,0,151
Horspool,10485762,3,8,1310536,0,151
Horspool,10485762,3,9,1310536,0,165
Shift-And,10485762,3,0,1310536,0,29
Shift-And,10485762,3,1,1310536,0,28
Shift-And,10485762,3,2,1310536,0,30
Shift-And,10485762,3,3,1310536,0,29
Shift-And,10485762,3,4,1310536,0,31
Shift-And,10485762,3,5,1310536,0,31
Shift-And,10485762,3,6,1310536,0,29
Shift-And,10485762,3,7,1310536,0,29
Shift-And,10485762,3,8,1310536,0,29
Shift-And,10485762,3,9,1310536,0,32
Weak Boyer Moore,10485762,3,0,1310419,0,38
Weak Boyer Moore,10485762,3,1,1310419,0,37
Weak Boyer Moore,10485762,3,2,1310419,0,34
Weak Boyer Moore,10485762,3,3,1310419,0,35
Weak Boyer Moore,10485762,3,4,1310419,0,34
Weak Boyer Moore,10485762,3,5,1310419,0,37
Weak Boyer Moore,10485762,3,6,1310419,0,35
Weak Boyer Moore,10485762,3,7,1310419,0,35
Weak Boyer Moore,10485762,3,8,1310419,0,34
Weak Boyer Moore,10485762,3,9,1310419,0,34
Weak Memorizing Boyer Moore,10485762,3,0,1310419,0,38
Weak Memorizing Boyer Moore,10485762,3,1,1310419,0,39
Weak Memorizing Boyer Moore,10485762,3,2,1310419,0,39
Weak Memorizing Boyer Moore,10485762,3,3,1310419,0,40
Weak Memorizing Boyer Moore,10485762,3,4,1310419,0,40
Weak Memorizing Boyer Moore,10485762,3,5,1310419,0,41
Weak Memorizing Boyer Moore,10485762,3,6,1310419,0,41
Weak Memorizing Boyer Moore,10485762,3,7,1310419,0,41
Weak Memorizing Boyer Moore,10485762,3,8,1310419,0,40
Weak Memorizing Boyer Moore,10485762,3,9,1310419,0,42
Weak Turbo Boyer Moore,10485762,3,0,1310419,0,41
Weak Turbo Boyer Moore,10485762,3,1,1310419,0,42
Weak Turbo Boyer Moore,10485762,3,2,1310419,0,42
Weak Turbo Boyer Moore,10485762,3,3,1310419,0,43
Weak Turbo Boyer Moore,10485762,3,4,1310419,0,43
Weak Turbo Boyer Moore,10485762,3,5,1310419,0,42
Weak Turbo Boyer Moore,10485762,3,6,1310419,0,44
Weak Turbo Boyer Moore,10485762,3,7,1310419,0,41
Weak Turbo Boyer Moore,10485762,3,8,1310419,0,42
Weak Turbo Boyer Moore,10485762,3,9,1310419,0,42
Naive,10485762,3,0,1310419,0,42
Naive,10485762,3,1,1310419,0,42
Naive,10485762,3,2,1310419,0,43
Naive,10485762,3,3,1310419,0,44
Naive,10485762,3,4,1310419,0,42
Naive,10485762,3,5,1310419,0,44
Naive,10485762,3,6,1310419,0,43
Naive,10485762,3,7,1310419,0,44
Naive,10485762,3,8,1310419,0,49
Naive,10485762,3,9,1310419,0,44
KMP,10485762,3,0,1310419,0,105
KMP,10485762,3,1,1310419,0,106
KMP,10485762,3,2,1310419,0,98
KMP,10485762,3,3,1310419,0,97
KMP,10485762,3,4,1310419,0,95
KMP,10485762,3,5,1310419,0,96
KMP,10485762,3,6,1310419,0,95
KMP,10485762,3,7,1310419,0,94
KMP,10485762,3,8,1310419,0,96
KMP,10485762,3,9,1310419,0,98
Horspool,10485762,3,0,1310419,0,156
Horspool,10485762,3,1,1310419,0,158
Horspool,10485762,3,2,1310419,0,147
Horspool,10485762,3,3,1310419,0,157
Horspool,10485762,3,4,1310419,0,147
Horspool,10485762,3,5,1310419,0,156
Horspool,10485762,3,6,1310419,0,160
Horspool,10485762,3,7,1310419,0,151
Horspool,10485762,3,8,1310419,0,153
Horspool,10485762,3,9,1310419,0,146
Shift-And,10485762,3,0,1310419,0,31
Shift-And,10485762,3,1,1310419,0,29
Shift-And,10485762,3,2,1310419,0,30
Shift-And,10485762,3,3,1310419,0,29
Shift-And,10485762,3,4,1310419,0,29
Shift-And,10485762,3,5,1310419,0,30
Shift-And,10485762,3,6,1310419,0,29
Shift-And,10485762,3,7,1310419,0,29
Shift-And,10485762,3,8,1310419,0,30
Shift-And,10485762,3,9,1310419,0,30
Weak Boyer Moore,10485762,3,0,1310637,0,39
Weak Boyer Moore,10485762,3,1,1310637,0,38
Weak Boyer Moore,10485762,3,2,1310637,0,34
